function	050B	051B	052B	058B	059B	060B	064B	065B	066B	067B	073B	074B	075B	076B	080B	081B	082B	083B	084B	085B	086B	087B	088B	095B	096B	097B	102B	103B	104B	105B	106B	107B	214B	215B	216B	226B	227B	228B	229B	230B	231B	232B	233B	234B	235B	236B	237B	238B	239B	240B	139B	140B	141B	142B	143B	144B	145B	146B	147B	148B	149B	150B	151B	152B	153B	154B	155B	156B	157B	158B	159B	160B	161B	162B	163B	164B	165B	166B	167B	168B	169B	249B	250B	251B	252B	253B	254B	255B	256B	257B	258B	259B	260B	261B	262B	263B	108B	109B	110B	111B	112B	113B	114B	115B	116B	117B	118B	119B	120B	121B	122B	123B	124B	125B	126B	127B	128B	129B	130B	131B	132B	133B	134B	135B	136B	137B	138B
EC:2.7.7.23	25226.58	13264.57	46390.59	16617.789999999997	42246.34	41331.4	63540.27	68285.83	87693.79	74128.85	23879.57	5055.15	46182.34	49149.35	13585.67	29845.370000000003	15523.6	30193.69	8366.609999999999	35087.740000000005	47462.560000000005	42916.02	32501.620000000003	40587.25	43314.28	50256.850000000006	29524.95	14710.19	86510.24	30859.36	4446.36	25514.38	8797.05	7005.22	14814.92	13813.13	6782.23	10510.33	2968.32	13981.15	8708.439999999999	9455.34	3778.34	12571.13	10406.61	13154.3	14785.85	11315.56	15752.3	9976.02	32601.76	11832.32	17668.719999999998	16035.37	27273.82	30171.86	18057.92	15130.11	38021.59	12596.37	17424.42	18039.8	33181.92	33185.41	8922.35	5661.33	7327.43	11481.5	5476.15	2145.0	15322.67	9206.76	16343.76	11186.419999999998	28193.19	30471.41	25457.34	49402.22	37825.9	29286.0	21886.72	15577.61	18509.84	18822.09	20890.64	12735.48	18130.460000000003	17058.6	24128.12	32865.579999999994	14063.51	18931.44	16907.83	22096.81	21416.17	21857.870000000003	40257.0	37855.22	47851.15	64722.15	64543.39	79472.02	82412.25	81282.98999999999	47315.35	65803.8	80684.95	74732.88	75144.85	48708.35	72725.0	61071.8	41782.8	60095.5	63307.75	68774.5	42427.5	62765.92	72658.67	61027.75	62134.33	54901.83	96385.85	67120.5	78360.5	75155.72	86716.7
EC:2.7.7.24	10157.91	11285.839999999998	11779.59	6746.57	4825.67	4867.23	527.4	1293.5	1821.35	994.45	6271.15	1454.14	2555.25	2506.25	1891.34	1999.4	2409.15	2655.33	2089.16	1432.18	5337.099999999999	2072.45	3747.96	7738.570000000001	4729.4400000000005	5937.289999999999	2021.44	2391.32	10469.07	1338.4	931.87	1122.35	8992.98	5908.030000000001	18833.35	10311.32	4082.58	3712.32	1866.58	6396.219999999999	4412.36	6197.1900000000005	3532.92	3452.7700000000004	7595.86	5455.04	7417.61	7960.3	2310.24	8702.67	1076.09	1745.22	2015.63	3290.37	5407.5	3772.67	3276.15	2791.98	992.42	969.07	1305.8	1455.33	1488.25	1158.41	941.95	710.4899999999999	789.0	747.83	464.17	888.58	3256.82	844.95	2060.73	944.5	1245.25	827.25	1262.75	1286.8000000000002	795.25	933.75	1099.83	5867.82	2706.43	2424.65	2886.5	2555.9300000000003	2343.37	2416.69	5897.25	3374.27	14839.32	2822.59	4152.89	3072.69	1270.84	1733.58	16371.84	15164.72	23449.69	3751.18	6000.51	11956.09	2963.01	10324.98	10864.18	6243.51	8028.25	1958.59	12267.69	11770.83	9288.41	2874.0	4955.5	4163.92	13900.58	3746.17	18564.26	12747.49	6127.25	26379.08	4537.58	11330.42	5376.19	11667.17	13107.25	4505.92	7857.0
EC:2.7.7.27	37046.91	12443.48	75324.59	25026.31	72738.18	70719.22	114581.67	121617.0	155544.27	132877.97999999998	38747.39	6724.400000000001	79776.66	86490.66	20850.59	49905.59	23005.83	48152.87	12921.85	60018.55	84565.65	75940.29	56567.54	67007.23999999999	74678.40000000001	87647.76	50220.5	23808.61	160043.58	54327.060000000005	6519.56	45034.58	10135.18	9681.93	29432.85	19797.15	10349.09	18200.26	3731.82	22099.02	13572.28	14218.04	5017.38	20976.0	14751.04	20897.57	21387.3	17853.52	29451.84	13400.81	56957.44	19144.82	29473.16	25494.650000000005	42774.89	50232.26	29808.57	24466.49	67991.67	21570.65	30000.56	30980.09	59244.17	58729.75	15128.4	9392.820000000002	12700.33	20321.5	8972.75	2447.75	26825.27	15973.05	28018.709999999995	18985.37	50231.59	54257.74	45500.01	88396.77	67946.83	51894.75	38629.560000000005	29437.22	34370.09	35662.42	38506.39	25230.51	33796.100000000006	31695.5	32691.120000000003	58801.08	21783.45	32832.77	29894.430000000004	40391.130000000005	38501.92	38059.66	39773.96	37127.43	15934.21	67490.25	79467.05	95246.15	113776.0	121640.0	88674.73000000001	73438.0	106266.34	107464.23	103731.34	74777.57	87497.68	79140.0	45511.75	71683.68	73997.32	118324.93	88193.34	102255.04	128913.34	102047.82	91953.0	99522.75	171234.49	101106.18	108001.0	91615.52	106752.0
EC:2.7.7.3	25234.58	13465.57	46398.59	16680.789999999997	42281.34	41383.4	63541.67	68364.83	87766.54	74141.85	23943.57	5093.9	46223.34	49224.35	14605.17	30698.370000000003	15990.6	30246.03	9690.28	36385.74	58567.23	43057.02	32631.620000000003	40661.75	43368.28	50312.52	29537.95	14844.94	88777.74	30957.36	4573.61	25648.68	12032.399999999998	9178.009999999998	21195.33	17082.34	7965.049999999999	11574.4	3554.7200000000003	16899.48	10082.76	11866.98	5155.59	13517.73	13161.69	14929.71	16884.75	14141.1	16343.95	13197.19	33031.93	11972.82	17725.719999999998	16133.87	27363.57	30366.939999999995	18248.57	15304.2	38158.09	12853.87	17443.67	18311.8	34151.67	33262.41	10173.35	7522.33	11445.93	14879.5	5559.4	2380.41	16939.92	9653.76	17216.76	11628.419999999998	30304.19	30576.41	25808.09	49609.22	37945.15	29461.5	22022.72	17773.11	19634.19	22771.49	21944.24	13472.91	20062.03	17982.95	25636.02	36183.59999999999	19940.92	19490.69	18726.570000000003	25249.11	22722.1	22230.24	46458.44	46362.14	52474.43	65774.57	65874.85	85263.2	102276.67	91038.41	57505.38	81607.97	94570.45	89978.54999999999	103346.02	69528.43	103868.75	84281.8	57266.3	90571.92	79940.58	75431.17	66985.92	98100.84	78023.92	83128.08	101046.58	63401.25	103986.76	106277.17	119616.0	89007.39	125658.2
EC:2.7.7.33	713.0	2439.5	1032.0	1283.0	640.5	915.0	204.0	818.5	1050.0	557.0	2207.0	1122.33	1271.0	1287.33	1485.0	1460.67	1799.0	1618.16	1130.33	956.1699999999998	686.33	745.0	1046.0	1001.0	684.3299999999999	288.33	1176.5	1046.25	3356.5	433.0	527.5	445.0	1383.5	624.1700000000001	5840.5	896.0	387.5	461.0	290.25	567.0	389.0	739.0	405.5	216.5	956.25	576.8	1045.75	789.75	264.0	1517.58	371.84	668.0	449.5	945.0	623.33	418.67	803.0	735.33	495.0	507.0	622.5	646.33	597.0	552.0	517.0	349.0	448.0	252.0	249.0	724.0	589.5	236.0	470.0	477.33	331.0	308.0	456.5	530.5	288.0	512.0	707.0	1512.0	190.5	180.5	145.0	118.0	191.67	265.0	46.0	76.5	2536.09	290.5	1180.91	761.0	14.0	13.0	951.68	2591.3900000000003	1413.5	290.0	363.17	1203.0	110.5	1559.34	2324.66	1622.0	1227.5	149.84	348.0	1500.66	538.84	408.5	352.0	292.34000000000003	395.66	443.84	6001.0	4373.02	674.5	2230.66	609.8299999999999	2502.67	775.8199999999999	1762.84	1184.0	333.84000000000003	176.0
EC:2.7.7.38	9774.58	10852.07	9827.59	5015.42	3851.34	4027.58	1046.67	1890.66	2819.91	1538.67	3479.84	1651.33	2974.2200000000003	1654.4199999999998	2961.33	3364.6400000000003	3530.61	5812.700000000001	2176.4700000000003	3159.6800000000003	3815.72	1260.37	1701.95	6499.88	2935.83	3620.86	3007.34	2666.16	2222.25	1369.56	1348.41	1014.68	7146.6900000000005	3990.38	5460.26	6922.92	2883.8	2870.83	1718.8200000000002	4421.13	3233.71	4549.84	2568.56	2426.59	5549.75	3967.84	4771.42	5284.62	1744.23	6276.12	1521.42	1701.52	1230.53	3461.59	3835.07	1736.34	3007.9100000000003	2565.58	711.42	873.3399999999999	865.3299999999999	1169.58	1178.08	730.25	864.1500000000001	977.84	931.83	912.25	849.66	794.33	2434.82	695.27	1597.56	849.79	1193.99	672.5799999999999	757.4200000000001	798.92	479.42	715.25	852.73	2553.09	753.94	809.74	779.76	733.61	1109.06	1063.85	843.8199999999999	1050.1	8386.470000000001	1110.32	2063.98	1229.13	315.35	213.74	5011.7	6225.97	3939.0	862.5	989.42	4810.1	528.9200000000001	5180.07	5804.12	2921.67	3377.33	1255.71	3712.1	5667.0	3445.58	1730.0	2446.55	340.25	3958.0	1107.75	6772.25	4520.08	3981.75	8113.0	3549.58	8568.5	2671.51	5428.0	5035.0	2544.5	1972.0
EC:2.7.7.39	12.0	150.5	27.0	74.8	122.0	20.0	0.0	66.0	74.2	22.4	138.67000000000002	81.8	76.0	65.6	1009.67	765.4	544.8	496.0	1411.34	1562.0	11131.8	98.4	108.0	177.2	334.75	357.0	63.11	64.6	36.75	93.8	123.25	36.0	1161.3100000000002	964.32	1106.5	1616.22	515.69	462.02	465.4	1669.89	653.1	1151.6999999999998	730.2	467.80000000000007	1238.77	864.8	1779.01	1050.7600000000002	306.8	1308.97	754.5	365.0	653.1999999999999	90.0	1555.8	1820.6	181.8	290.0	147.67000000000002	246.2	161.4	346.55	856.0	163.0	1272.0	1849.0	4194.6	3427.0	102.4	246.0	413.0	534.6	904.0	479.8	2297.2	80.0	211.0	147.0	93.4	137.0	91.0	846.2	807.0	3442.0	799.2	367.8	1357.0	261.6	6441.6	3890.0	2924.54	1888.6	1640.9	3204.0	1690.0	1842.0	5331.0	4129.5	16829.23	2201.67	3645.83	1560.83	21495.5	4587.0	1332.83	10713.0	11509.17	14122.5	25072.0	13972.6	28243.5	21581.5	13774.5	33080.0	17753.0	6098.5	12849.67	27131.83	913.0	17911.25	36479.0	1247.0	6258.25	31977.5	35445.0	10940.0	37168.5
EC:2.7.7.4	19371.16	21437.31	19131.18	9941.34	6594.34	7945.66	445.2	1843.0	2469.0	1227.5	5020.42	2459.24	2919.1	3061.5	3596.5	3423.8700000000003	4344.73	4413.89	3782.55	2460.3500000000004	7478.07	1892.9	2540.9	12020.09	5196.32	5893.539999999999	2615.5	2863.39	2106.82	1095.8	1195.0	1079.1	9350.17	5502.379999999999	11013.52	10314.38	3420.56	3523.54	1787.52	5597.42	3605.12	5694.59	3764.26	3660.67	7196.200000000001	4723.3	5853.82	6403.67	1964.3	9057.19	1619.5	1989.02	1688.92	5824.34	7651.96	3080.04	5813.89	4836.0	1097.5	1262.34	1638.0	1837.16	1847.5	1405.5	1393.3	897.0	1264.0	1210.41	693.5	1621.66	3232.64	1049.56	2446.78	1333.58	1658.2999999999995	708.5	1049.5	1154.25	738.0	1136.5	1555.8	3354.84	730.16	645.84	977.4	715.0	1500.14	1065.5	1426.1	570.84	12359.1	2093.16	3367.78	1950.8	446.16	1678.56	434.4	618.44	495.16	210.52	216.5	366.86	290.34000000000003	439.64	999.9	1203.34	448.0	134.42000000000002	148.20000000000002	490.5	247.66	188.0	241.1	340.0	178.0	106.5	1113.34	879.3199999999999	291.0	2225.0	638.6600000000001	1690.5	741.86	849.0	617.0	81.0	57.0
EC:2.7.7.41	25965.58	15849.320000000002	47468.59	18031.79	42944.84	42331.65	63750.27	69191.83	88895.79	74721.85	26242.57	6261.03	47544.34	50637.77	15335.67	31444.33	17414.350000000002	31909.78	10067.78	36132.16	48221.04	43812.69	33734.53999999999	41723.05	44070.78	50576.52	30763.95	15808.44	88536.74	31350.36	5068.36	26066.68	13421.77	9778.55	19864.33	17923.36	8268.55	12078.4	3832.15	16920.84	10598.97	12624.98	5596.4	13665.73	14172.44	15443.259999999998	17884.289999999997	14903.85	16623.2	14433.62	33259.93	12554.62	18167.83	17015.87	27955.57	30646.939999999995	18904.57	15977.78	38557.34	13170.72	18058.67	18985.13	34104.67	33746.41	9597.5	6092.33	7863.93	11755.5	5796.4	2914.16	16834.92	9454.76	16975.01	11772.169999999998	28593.59	30843.41	26162.59	50088.22	38220.15	29851.5	22620.370000000003	17781.11	19038.19	19437.99	21355.24	13198.91	18936.03	17890.95	24493.02	33058.6	20418.92	19569.19	18397.070000000003	22849.11	21568.1	21980.95	46503.44	46430.14	52591.43	65836.57	65906.85	85342.79999999999	82937.67	88795.40999999999	56973.38	71352.97	85569.45	76091.54999999999	79165.45	56283.43	76673.75	63158.8	44564.1	60565.92	67650.58	70494.17	56379.92	72338.84	77424.92	65609.08	64957.58	62498.25	97988.01	75434.67	84971.0	78276.39	88769.2
EC:2.7.7.42	9766.58	10674.74	9832.59	4961.67	3827.34	3976.33	1039.27	1814.66	2812.66	1518.92	3402.84	1560.2799999999995	2968.7200000000003	1617.4199999999998	2886.5	3211.6400000000003	3490.61	5658.1	1617.94	3117.1800000000003	3749.37	1183.29	1613.78	6471.38	2896.58	3609.86	3028.34	2584.16	2207.33	1279.06	1235.66	943.38	4336.59	2033.42	2518.25	3939.86	1802.73	1878.43	1171.75	2344.55	1762.7900000000002	2392.25	1221.23	1663.66	2879.12	2318.6800000000003	2699.69	2718.33	1127.58	3200.03	1234.42	1616.52	1142.63	3414.34	3789.32	1656.59	2861.26	2441.49	597.59	909.17	792.5799999999999	862.58	808.33	735.75	672.15	877.84	841.83	889.25	757.41	730.5	1278.57	687.27	1481.56	724.79	1128.99	558.5799999999999	568.6700000000001	639.92	410.17	614.75	705.73	976.59	480.59	411.59	447.83	391.68000000000006	567.66	626.5	571.4200000000001	939.08	3252.12	544.5699999999999	806.74	469.33	187.42	172.37	1194.0	557.2199999999999	676.75	255.92	740.92	3303.35	144.75	135.82	168.75	105.0	54.75	67.21000000000001	104.68	156.75	82.5	36.0	169.3	156.5	283.75	79.0	243.0	195.25	121.5	1139.0	594.33	242.0	607.2600000000001	710.5	782.25	163.75	614.0
EC:2.7.7.43	472.0	2053.67	790.0	843.0	330.5	548.0	144.0	424.0	645.0	309.0	1709.67	814.33	731.8	740.0	658.0	559.67	1007.0	1144.5	685.27	447.17	334.0	435.0	559.17	446.0	394.75	241.0	1040.0	958.0	1941.0	421.0	368.25	354.8	2314.75	1352.33	5185.01	1653.35	748.0799999999999	740.5	535.0	1318.5	952.0	1458.59	802.13	453.0	1712.23	1142.75	1577.71	1503.41	506.17	2403.46	338.0	656.0	283.0	919.0	625.0	351.0	789.0	592.0	517.67	454.0	610.5	700.0	602.0	562.0	595.0	321.0	337.0	244.0	297.0	610.0	932.0	236.0	434.0	511.0	269.0	283.0	420.5	505.0	260.0	527.0	510.0	1142.0	334.0	394.5	231.0	295.0	432.67	469.67	189.0	136.0	2892.92	397.33	895.0600000000001	681.9	104.33	93.57	465.0	1474.8	925.0	126.0	160.0	556.0	57.67	248.0	352.67	221.67	269.33	25.0	120.67	385.0	212.33	155.0	129.0	155.0	157.0	41.0	2068.0	1452.33	219.0	2187.0	552.0	1756.17	674.0	408.5	615.0	185.0	97.0
EC:2.7.7.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.7.47	0.0	13.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	35.8	0.67	0.0	0.0	27.0	18.0	0.6	0.0	0.0	0.0	23.0	19.0	32.0	0.0	4.0	0.0	0.0	12.0	11.0	0.8	212.17	139.17000000000002	36.0	210.84	34.75	29.0	30.83	160.92000000000002	31.33	76.34	100.84	18.33	111.5	49.5	40.58	201.25	7.17	115.42	0.0	0.0	25.0	16.0	0.0	20.0	16.0	12.0	0.0	10.0	14.0	18.0	0.0	0.0	9.0	0.82	0.0	12.0	0.0	0.0	6.0	35.0	11.0	15.0	10.0	12.0	0.0	0.0	0.0	0.0	0.0	95.0	18.0	40.0	26.0	6.0	41.0	17.0	4.0	17.0	208.42	10.33	13.33	30.0	3.0	14.0	45.0	47.75	6.33	2.67	16.33	36.33	0.0	29.0	35.33	21.0	5.67	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	59.67	38.33	2.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
EC:2.7.7.49	0.0	164.25	4.0	43.0	0.0	6.25	0.0	0.0	12.25	24.0	66.0	8.0	9.0	21.42	94.0	3.0	4.75	12.25	12.5	3.25	2.5	13.0	6.25	52.5	24.5	0.0	0.0	24.5	476.0	17.0	2.75	0.0	709.5	454.75	819.0	541.99	310.62	314.82	122.0	421.0	372.8	352.6	295.71000000000004	175.0	648.0	459.5	382.0	497.96	148.2	719.13	31.0	9.0	0.0	61.0	8.0	0.0	25.6	22.25	13.25	36.25	59.5	2.0	183.5	0.0	3.75	13.0	0.0	0.0	7.0	6.75	57.0	19.0	57.25	15.75	47.0	0.0	108.0	96.5	29.0	40.0	3.25	621.0	53.0	67.5	81.0	94.0	72.0	19.0	54.0	30.0	1713.5	221.5	617.92	213.71	16.0	1.71	1683.8	1026.0	479.0	156.0	137.0	319.0	71.0	856.0	1129.8	557.0	537.0	65.0	286.0	448.0	258.0	177.0	89.0	22.0	264.0	913.0	863.0	824.0	230.0	3806.0	168.0	1206.0	1448.25	4370.5	8585.0	1612.0	8609.0
EC:2.7.7.53	2.0	126.67	16.0	55.25	3.0	7.75	5.0	4.0	85.5	2.25	85.33	35.5	35.5	27.0	28.17	12.0	146.32999999999998	56.66	105.8	47.5	74.58	110.92	17.83	44.17	25.75	26.58	64.0	51.0	1.33	23.5	57.25	28.0	451.1	222.74	0.0	442.5	106.0	42.0	52.0	242.75	50.0	290.9	92.0	57.67	231.17	140.9	149.25	239.67	85.0	412.65	39.0	34.5	93.5	140.25	31.5	31.87	50.0	39.0	19.67	129.83	208.0	95.0	46.0	109.5	19.0	27.0	4.0	4.0	14.0	21.92	29.0	40.0	94.0	49.0	64.0	28.5	97.0	48.5	47.0	13.0	32.0	31.0	18.0	10.75	4.4	10.0	39.3	30.0	6.6	14.5	465.67	6.0	65.5	10.0	4.0	0.0	0.0	5.0	6.0	1.67	0.67	9.0	0.0	24.0	17.0	5.0	21.0	14.0	0.0	0.0	0.0	0.0	7.0	18.0	0.0	0.0	30.0	66.0	28.0	2000.0	532.0	1499.5	611.0	193.5	191.0	48.0	33.0
EC:2.7.7.56	9768.58	10720.74	9832.59	5002.67	3843.34	4006.33	1042.27	1836.16	2825.66	1530.92	3514.17	1603.2799999999995	3005.7200000000003	1635.4199999999998	2918.5	3269.6400000000003	3658.94	5762.1	1680.94	3181.1800000000003	3813.37	1260.29	1688.78	6495.05	2966.08	3620.86	3101.95	2618.16	2607.33	1312.06	1319.66	963.38	5549.1900000000005	2914.15	3865.25	5308.360000000001	2333.9	2191.9300000000003	1307.92	2926.7700000000004	2244.96	3227.52	1617.06	2055.16	4007.62	3016.91	3508.58	3771.89	1247.58	4291.59	1324.42	1640.52	1225.63	3511.84	3799.82	1675.7900000000002	2931.26	2502.83	630.59	919.17	948.08	997.58	900.33	752.75	732.15	915.66	869.83	921.25	776.41	787.83	1381.57	722.27	1530.56	761.79	1203.99	613.0799999999999	635.6700000000001	694.42	438.17	652.75	756.73	1178.69	554.59	408.09	514.73	439.51	602.46	661.3299999999999	542.52	884.25	5014.96	599.74	1137.5699999999997	628.3299999999999	191.92	134.87	1869.0	965.72	885.75	292.92	754.92	3323.85	190.75	183.82	346.75	120.0	77.75	81.21000000000001	217.68	226.75	148.5	48.0	192.3	176.5	403.75	500.0	679.5	498.25	188.5	3104.0	848.33	821.5	1315.26	2735.0	5101.75	958.75	4954.0
EC:2.7.7.58	8936.91	8145.72	8498.59	3543.92	2571.17	2989.83	6.0	5.5	47.25	0.0	28.75	25.79	27.55	36.5	15.25	15.1	86.45	175.87	88.81	20.25	2941.33	28.2	38.7	4779.41	1646.33	2526.4	63.0	299.57	928.41	14.4	39.5	10.05	335.82	229.04	2441.25	1254.84	354.25	375.08	113.83	272.02	144.07999999999998	262.79	123.59	781.5	213.12	176.75	136.82999999999998	325.0	61.42	259.09000000000003	23.25	281.21	212.25	1872.17	3067.65	1180.25	2024.17	1501.58	27.67	6.5	38.25	33.25	172.5	29.25	4.0	7.0	94.0	306.83	28.25	24.5	880.57	207.78	577.14	14.21	242.25	12.25	98.0	15.0	42.0	8.25	13.75	289.75	34.75	5.0	11.0	13.5	68.0	0.0	28.75	5.75	846.8699999999999	139.08	431.91	160.0	2.75	0.0	0.0	0.75	2.75	3.92	1.25	10.75	7.0	12.32	4.75	5.0	0.0	32.21	1.0	1.25	0.0	0.0	0.75	10.0	0.0	2.25	4.0	0.0	13.0	0.0	2.0	4.25	9.68	0.0	4.0	2.5	0.0
EC:2.7.7.59	9766.58	10630.74	9819.59	4950.67	3824.34	3976.33	1039.27	1814.66	2789.66	1521.92	3413.84	1560.2799999999995	2965.7200000000003	1590.4199999999998	2919.5	3209.6400000000003	3482.61	5654.4400000000005	1561.61	3106.18	3734.79	1157.62	1617.78	6453.38	2882.83	3603.53	3046.34	2575.16	2207.33	1269.06	1201.41	943.38	4273.34	1992.75	2518.25	3943.36	1821.98	1874.43	1149.25	2333.3	1787.7900000000002	2346.0	1229.48	1651.66	2916.37	2379.9300000000003	2769.69	2707.08	1115.08	3211.28	1206.42	1616.52	1085.63	3376.34	3761.32	1634.92	2883.26	2450.49	591.92	841.17	729.58	813.58	795.33	643.75	653.15	884.84	837.83	889.25	764.41	729.83	1269.57	687.27	1451.56	721.79	1134.99	546.5799999999999	507.67	636.92	398.17	617.75	682.23	978.59	489.59	401.09	452.83	389.68000000000006	578.66	635.5	572.9200000000001	939.08	3388.37	572.0699999999999	823.74	474.33	187.42	172.37	1194.0	557.2199999999999	674.75	255.92	740.25	3300.35	147.75	135.82	165.75	100.0	54.75	67.21000000000001	104.68	156.75	82.5	36.0	164.3	142.5	283.75	79.0	243.0	198.25	121.5	1139.0	594.33	242.0	607.2600000000001	710.5	782.25	163.75	614.0
EC:2.7.7.6	100928.32	53706.28	185585.36	66674.15999999999	169110.36	165487.6	254165.28	273338.32	350995.41	296554.4	95724.28	20339.85	184900.61	196839.4	54552.68	119851.48	62694.4	120927.78	35297.45	140544.96000000002	189883.25	172225.08000000002	130382.48	162622.0	173418.12	201093.91	118131.8	59134.51	353476.46	123621.44	18092.94	102403.42	45484.08	34929.41	76886.31	65683.95999999999	30930.38	45403.53	13584.48	63016.67	39051.54	45610.28	19261.01	52824.32	50571.36	58212.26	65706.93	54206.350000000006	64913.15	50180.96	131637.72	47667.78	70860.87999999999	64349.98	109289.03	121194.68	72577.63	60977.05	152301.86	50585.98	69742.43	73055.2	133851.43	132885.64	36183.4	22861.32	29561.22	45962.75	22095.35	8845.06	65182.93	36896.04	65810.04	45065.67999999999	113063.76	122060.14	102720.11	197996.38	151513.6	117430.25	87835.88	69694.44	75878.40999999999	77405.06	84890.36	52540.04000000001	75306.72	71067.78	97582.68	132176.55	75680.75	77518.68	72480.51	90997.21	86232.46999999999	87833.16	184928.06	185210.81	214051.47	297299.03	267520.57	350723.05	353484.76	375926.89	227350.15	334000.21	364644.47	320197.69999999995	312696.41000000003	219053.97	303049.42	262503.2	190599.2	241888.93	266147.32	280656.18	218207.43	284297.28	305606.93	257407.32	256412.07	243822.75	389872.79	300010.68	344226.25	333759.56	388089.8
EC:2.7.7.60	10232.58	11771.57	11946.59	6869.39	5438.01	4789.0	1075.07	1993.33	2990.94	1659.65	7553.17	1962.5	4056.14	2554.35	3243.92	3778.37	4359.9	6655.700000000001	2744.61	3711.85	5206.08	2301.02	4108.62	7205.25	3775.83	4352.69	3758.12	3604.84	13669.91	2187.86	1891.31	1643.48	11533.68	7004.9800000000005	17116.33	11949.74	4663.5	4044.03	2319.29	6707.56	4795.490000000001	7703.41	4142.6900000000005	3405.33	8911.73	6363.84	7317.29	9035.63	2527.28	10164.41	2852.9300000000003	2122.32	1803.5	4028.34	4309.57	2201.1400000000003	3516.37	2928.58	1262.09	1398.0300000000002	1748.43	2051.8	1665.84	1217.41	1275.15	1367.66	1201.93	1136.5	1025.4	1292.41	3592.42	1018.16	2048.56	1305.42	1756.1899999999998	956.41	1344.09	1312.92	749.3999999999999	1049.5	1138.39	6944.61	1964.29	1748.89	1703.84	1535.01	2262.4300000000003	2413.05	2216.42	1692.6999999999998	19383.11	2666.19	5767.0	3661.51	750.7	1946.54	17025.94	17112.14	11962.43	19295.57	5283.55	18654.53	12122.67	23013.25	16230.54	33443.97	19696.45	10262.72	13417.52	13370.43	9193.42	8655.8	12148.3	1488.42	9727.91	4021.34	21705.42	15942.68	6382.42	31120.08	4809.08	13422.75	7282.92	18775.17	24690.5	17648.39	30898.7
EC:2.7.7.61	9435.91	8224.89	10717.59	5196.42	4560.17	3620.33	828.67	991.66	1574.91	926.67	4533.92	526.96	2424.17	863.0	2078.58	2516.93	1980.86	4241.29	1167.37	3363.59	15354.01	1008.7	2473.53	5474.58	2391.0	3679.74	2048.51	2027.24	7812.75	1361.56	826.23	785.5799999999999	1549.74	617.21	3260.25	1838.0	1061.0	1119.26	722.57	1431.6899999999998	702.0799999999999	844.87	344.26	1237.66	854.88	1077.09	1057.4899999999998	1056.92	495.5	731.3399999999999	1028.09	1060.72	844.49	2511.09	3197.99	1434.92	2201.84	1771.2399999999998	306.67	555.16	115.08	180.25	944.83	235.91	1270.0	2409.84	4502.83	4057.75	569.0799999999999	162.0	1356.5	889.56	1647.31	599.71	2833.59	291.58	211.67	221.17	70.17	160.0	95.58	725.9200000000001	800.5899999999999	3536.67	771.83	568.01	1411.3300000000002	273.5	2810.92	3907.58	1190.95	395.07	987.82	2694.83	1232.42	320.66	14694.0	16463.5	22631.75	25659.65	17104.25	24104.75	39012.0	18054.32	4169.35	39946.8	32263.2	30837.21	44904.0	24624.25	54647.0	40860.8	30202.75	51053.0	31814.0	9056.25	14036.0	40893.0	3011.0	23860.0	50749.0	2557.42	8066.01	49974.0	59645.75	37509.3	68754.2
