function	050A	051A	052A	058A	059A	060A	064A	065A	066A	067A	073A	074A	075A	080A	081A	082A	083A	084A	085A	086A	087A	088A	095A	096A	097A	102A	103A	104A	105A	106A	107A	214A	215A	216A	226A	227A	228A	229A	230A	231A	232A	233A	234A	235A	236A	237A	238A	239A	240A	139A	140A	141A	142A	143A	144A	145A	146A	147A	148A	149A	150A	151A	152A	153A	154A	155A	156A	157A	158A	159A	160A	161A	162A	163A	164A	165A	166A	167A	168A	169A	249A	250A	251A	252A	253A	254A	255A	256A	257A	258A	259A	260A	261A	262A	263A	108A	109A	110A	111A	112A	113A	114A	115A	116A	117A	118A	119A	120A	121A	122A	123A	124A	125A	126A	127A	128A	129A	130A	131A	132A	133A	134A	135A	136A	137A	138A	1	2	3	7	8	11	13	14	15	22	23	24	25	30	40	41	42	43	46	47	48	49
EC:1.1.1.159	1783.5	3250.75	1946.0	4175.75	4114.0	3979.0	48.0	2007.5	8.25	19.0	588.25	449.5	1049.25	48.5	9.0	371.0	12.5	0.0	31.25	3356.0	900.5	1470.0	3284.5	473.5	223.5	284.0	42.0	98.75	536.5	43.6	12.75	2919.5	4430.75	3107.0	3114.95	3196.75	3310.0	3059.25	1788.75	1410.3	1615.05	1768.75	3156.5	1585.75	1998.75	3161.95	1512.25	1868.5	1893.75	5495.5	3806.5	4947.5	4769.25	3762.45	3809.0	3789.5	3763.75	2796.0	2701.25	6249.0	717.25	5507.5	6072.0	4484.0	5769.75	5069.5	5546.75	3326.75	4422.5	4255.25	1029.75	789.0	1594.0	2558.25	1937.25	1689.25	3790.0	3452.5	2755.85	433.25	1265.0	780.25	904.0	942.25	1503.6	1062.0	1279.75	2150.25	1517.0	36.0	1849.7	1542.5	1605.0	601.7	1568.25	373.9	493.55	317.85	704.1	473.7	380.85	915.75	613.0	2384.25	2030.5	737.25	848.25	893.0	578.25	575.0	514.25	713.75	545.0	511.0	2800.75	3292.5	2331.5	2339.25	291.25	733.25	1099.25	555.75	331.0	198.5	1330.5	430.0	38.25	57.75	96.75	334.25	35.75	6751.5	9686.0	8069.25	8021.5	7518.25	7621.25	7339.75	6750.5	3476.5	8494.5	4153.5	6326.75	9010.75	7581.0	8545.25	1148.5	3491.75
EC:1.1.1.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.169	2057.04	3846.19	2601.33	4794.38	4474.92	4775.27	3460.9700000000003	2397.46	1658.12	1364.53	3648.75	1172.04	1655.51	2774.99	2509.85	2329.45	3457.5	3335.5	3151.96	3828.35	1996.59	3081.6	5167.75	5029.25	5750.32	934.2	419.14	3137.1800000000003	1175.31	828.85	774.24	13741.0	12719.13	9217.9	5599.78	5397.18	4071.67	4692.25	3746.92	3555.8	4344.9800000000005	7075.46	7490.65	3641.75	12166.52	10399.31	8519.11	5145.43	9796.35	11052.18	10901.29	6021.75	5158.42	9321.48	5180.13	4752.37	8180.15	3906.75	4678.2	7200.43	2133.97	7526.52	8330.529999999999	7357.31	11172.71	7321.88	7955.25	6667.67	7390.18	7337.87	9030.29	15496.25	9179.57	10027.06	5793.08	5874.36	8470.0	9439.1	4572.5	7345.650000000001	10216.5	7601.75	7651.5	8437.75	6279.5	6774.17	9233.25	12144.25	18827.41	21229.5	12765.75	10246.0	11340.5	10119.0	11608.75	11437.39	10691.75	9329.6	7952.299999999999	10342.95	10449.6	5834.97	4273.0	19248.73	13368.62	4695.55	5059.9	6596.599999999999	6292.5	6840.25	9553.0	6085.0	7584.799999999999	10651.4	17861.55	19733.1	14727.6	13647.25	4744.35	7773.2	12779.92	6913.67	6712.75	5704.75	15596.5	11454.25	4357.79	7893.120000000001	7380.01	1199.37	744.82	7717.44	10928.18	8891.74	8591.130000000001	8140.6	8235.3	8091.75	7288.01	3579.0	9080.37	6329.040000000001	6891.79	9599.36	8122.62	9033.66	3281.73	4428.54
EC:1.1.1.17	11320.6	22506.72	24758.5	24248.31	24737.75	18511.47	26842.6	28685.93	23006.87	26678.74	31290.59	30114.7	31756.88	22877.21	25602.63	27556.11	23484.5	19832.78	21163.94	18731.590000000004	29208.259999999995	26017.39	22804.27	21895.28	23171.23	29463.43	29890.9	5960.52	27667.570000000003	26894.14	32203.28	11131.5	6298.52	4776.150000000001	17350.1	12845.21	14783.67	12357.25	16358.41	13491.48	13430.45	9314.02	10288.15	17480.75	9851.52	2594.9700000000003	16311.18	16471.96	11231.3	13642.33	14368.0	17415.17	21924.26	11327.42	12091.41	17435.92	13165.42	18405.25	28446.94	23613.21	24260.81	20682.27	16460.93	22466.97	11458.02	19141.41	17286.25	12700.84	13217.83	14500.96	15050.3	16854.36	15840.61	17401.68	16147.27	9835.18	16572.83	17592.39	18166.860000000004	19479.610000000004	9345.0	6086.25	8229.0	8526.75	8743.0	7830.0	8353.75	13190.41	10296.0	8193.83	9729.0	12824.0	6792.0	8415.0	8213.75	11717.42	11148.75	9320.75	15696.0	9700.0	17949.25	14385.54	21828.0	3212.46	11893.14	12739.25	14663.75	8041.0	15660.75	15547.5	17504.25	14638.25	10998.5	15693.0	4892.25	2794.5	6939.0	6564.75	10083.25	16916.5	7077.75	14645.25	13903.0	10514.5	12276.3	15312.5	69592.84000000001	62088.35	67720.33	65748.87	60046.32	47517.76	48947.83	41832.25	46357.3	41435.08	63219.13	64045.91	59149.5	30949.33	44915.67	55764.21	54590.27	47018.56	41524.96	44744.44	61507.560000000005	55225.93
EC:1.1.1.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	82.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	47.0	43.0	51.0	56.0	26.0	17.0	33.0	19.0	15.0	37.0	19.0	39.0	0.0	47.0	141.0	23.0	9.0	13.0	0.0	0.0	24.0
EC:1.1.1.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.18	8.83	17.0	19.17	18.33	10.83	3.0	2736.12	170.62	1895.2	784.96	267.84000000000003	397.63	315.5	1413.34	1426.83	1084.88	2147.5	2922.01	2613.3	18.5	154.84	206.34	875.37	3655.38	3517.25	330.83000000000004	559.8299999999999	2267.0	419.33	324.34000000000003	344.66	110.33	245.50000000000003	1274.57	282.66	174.5	50.83	182.5	690.3299999999999	628.49	550.33	401.16	203.16	745.67	5823.59	4358.5	709.33	791.66	3596.84	239.35	1070.95	50.17	176.84	93.9	192.38	366.2	57.57	23.0	299.34000000000003	90.33	576.66	84.9	764.8299999999999	192.14	37.96	85.38	16.0	65.67	99.35	45.04	2886.23	3508.74	2998.79	2605.34	760.24	2776.5	149.82999999999998	71.34	163.76	348.16	2613.83	894.0	930.5	1653.0	1361.5	2107.17	453.17	539.99	1297.67	11024.0	2124.67	1152.0	1407.33	1779.0	2130.67	161.05	315.5	205.85	138.8	167.45	167.85	576.72	234.5	1084.98	916.12	450.3	283.9	306.1	442.25	735.25	477.75	495.5	590.3	388.4	1203.8	1212.1	653.1	581.75	153.35	252.7	506.17	276.17	273.0	88.5	647.0	461.5	451.83	443.84	500.31000000000006	426.32	519.33	258.17	343.0	216.83	150.84	328.5	206.0	186.83	142.0	98.33	211.33	664.9100000000001	175.68	139.17000000000002	253.87	250.91	1886.82	598.62
EC:1.1.1.193	1819.33	3416.25	2074.0	4477.91	4556.75	4859.67	1665.2600000000002	2372.93	868.87	597.54	5824.59	1604.8000000000002	1110.25	3062.34	1652.83	1807.49	1789.0	1658.4500000000005	2198.32	5949.33	1511.34	3517.59	5721.87	3494.43	3273.7	668.33	598.83	2291.25	1217.75	530.34	413.66	11975.08	9445.75	9734.41	4275.49	4082.48	3601.5	3387.75	3931.48	1936.49	4062.5	6297.74	6458.74	2509.42	10253.42	15247.25	5920.0	2415.32	7353.84	10351.45	12607.77	8163.15	5732.01	11066.93	7685.63	7586.12	10035.87	7648.48	3408.59	4375.99	1318.49	6040.32	2689.16	4646.64	10319.92	8237.76	7557.55	9410.26	10051.03	9278.38	9447.18	14564.13	8896.42	10853.28	9135.3	13581.45	9636.0	9432.01	6331.34	10781.66	12947.74	13267.58	14188.56	15857.09	8428.42	13103.68	10722.85	6885.99	18098.75	18855.4	12037.09	10711.34	12420.16	17831.42	13018.09	10320.43	12946.2	7383.629999999999	8375.67	10093.850000000002	9303.83	11935.75	8147.85	18827.59	15582.750000000002	11542.38	11366.05	12990.62	13372.32	14187.07	17240.43	12630.42	14959.52	13186.25	20429.23	18911.7	15320.44	13202.990000000002	11911.1	15827.2	12448.83	12241.01	17240.989999999998	10909.35	15441.45	21647.58	3043.75	4922.549999999999	4680.16	1617.29	1363.5700000000002	7866.6	10983.09	9048.83	8664.22	8396.34	8335.22	8246.83	7366.0	3663.33	9315.3	7340.38	7006.26	9612.84	8338.79	9147.77	2847.97	4585.68
EC:1.1.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	4.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.202	0.0	0.0	0.0	0.0	0.0	0.0	852.4300000000001	9.43	521.29	188.71	0.0	0.0	5.0	422.0	423.0	271.57	669.0	872.2800000000001	595.99	0.0	0.0	0.0	240.29	1186.85	1072.86	9.0	22.0	0.0	8.0	10.0	20.0	0.0	0.0	62.34	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	144.6	165.4	39.4	0.0	221.2	99.0	62.0	24.8	122.4	9.0	0.0	39.0	95.0	0.0	0.0	63.83	19.17	128.79999999999998	232.0	151.6	166.29	998.15	1041.14	1002.4299999999998	856.28	39.06	253.2	0.0	0.0	91.0	56.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	497.0	12.0	24.0	66.0	0.0	0.0	0.0	0.0	5042.8	3836.2	4963.2	1676.2	3861.4	2872.4	1104.89	313.6	38.91	622.54	1473.0	1123.4	3811.6	3237.4	4131.4	7078.6	3263.0	4850.8	8140.6	217.6	117.6	981.6	125.4	1241.0	3142.0	91.0	348.0	3065.4	3043.6	2623.2	5537.4	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.29	17.86	441.0	77.43
EC:1.1.1.203	0.0	0.0	0.0	0.0	0.0	0.0	31.0	26.0	22.0	31.0	12.0	29.0	22.0	9.0	9.0	20.0	0.0	18.0	35.0	0.0	46.0	40.0	2.0	29.0	9.67	34.0	78.0	1140.0	18.0	37.0	17.0	0.0	0.0	209.75	15.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.38	0.0	0.0	0.0	0.0	0.0	17.0	41.0	5.0	0.0	7.0	9.0	0.0	14.0	12.0	10.0	0.0	16.0	23.0	6.0	6.0	8.0	19.0	3.0	0.0	10.0	0.0	0.0	0.0	12.0	14.0	20.0	20.0	20.0	43.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	4.0	0.0	0.0	6.0	9.0	4.0	0.0	3.0	0.0	9.0	11.0	5.0	7.0	7.0	0.0	12.0	0.0	8.0	0.0	3.0	0.0	11.0	8.0	0.0	0.0	2.0	0.0	44.0	18.5	14.33	12.67	0.0	25.17	0.0	6.0	6.0	0.0	23.5	6.0	14.83	0.0	26.0	44.0	5.0	2.0	0.0	5.0	25.0	4.33
EC:1.1.1.205	13500.1	27407.22	30481.0	29129.81	30085.25	22717.47	33837.6	35247.93	28587.87	33459.74	44892.59	38746.17	41255.880000000005	28376.21	31569.13	34400.35999999999	29088.5	23880.78	25629.69	21750.090000000004	35721.509999999995	33543.89	29847.77	28843.53	30989.07	36327.93	36167.9	8622.96	34362.32	33635.24	39128.03	30142.08	21604.19	12885.48	23273.79	17032.58	15270.5	15469.15	21890.81	19077.79	20815.83	19019.68	19036.9	23611.42	32956.03	18071.17	26732.43	22321.82	28469.390000000003	36318.28	35814.770000000004	33170.23	30220.51	31489.46	24536.3	27741.370000000003	29108.54	34179.98	34846.19	37505.21	29726.06	30593.92000000001	28941.26	33362.770000000004	22996.59	27146.76	28246.050000000003	25927.09	24708.200000000004	26733.38	26816.75	38142.76	29142.02	30051.85	32055.47	29044.550000000003	36727.33	35293.56	31830.39	36575.53	27379.74	25748.48	25208.56	29027.09	20426.02	21349.18	22839.35	18866.99	41910.08	32594.4	29883.29	32318.84	24983.16	31312.620000000003	28728.090000000004	37083.75	35560.87	32557.16	34045.0	29665.35	39084.1	33642.88	38443.92	39639.12	40322.92	33628.88	33136.22	28244.52	38368.09	37347.0	40085.130000000005	34129.490000000005	32877.72	42750.42	40815.06	37295.87	34331.11	31856.82	30884.6	34755.95	32682.33	32514.01	29951.49	20396.35	41747.75	37197.08	84107.68000000001	75540.04999999999	81777.99	79783.62	72809.57	57302.6	57833.09	50330.83	55071.22	49607.01	75030.89	76565.66	70698.0	36915.83	52907.8	69422.70999999999	65399.44	55457.81	49341.79	52645.77	73478.97	66561.43
EC:1.1.1.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	9.0	0.0	3.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	0.0	5.0	4.0
EC:1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.215	1810.5	3343.25	1996.33	4280.58	4217.92	4041.67	894.4300000000001	2096.6	536.54	235.71	31.75	29.0	41.25	420.0	427.0	286.57	669.0	890.2800000000001	626.74	3421.83	968.75	1428.75	3455.87	1612.35	1083.36	317.0	120.0	1208.75	561.17	56.0	29.75	15.5	2.75	3249.3900000000003	3224.0	3374.08	3434.67	3182.25	1907.75	1076.75	1685.92	642.58	1724.83	1624.75	8.75	423.25	395.75	176.33	157.0	877.33	2296.0	2535.0	3308.42	2044.42	1986.08	2562.92	2463.25	834.25	2606.5	1159.08	660.08	2357.17	810.5	1648.5	3389.35	3896.24	2881.25	1875.17	2054.83	2755.79	1812.9	1614.56	1443.51	2374.11	170.11	17.75	20.0	29.25	26.5	48.75	419.0	134.25	94.0	49.75	10.0	677.0	117.75	2100.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	14.75	24.75	7.75	0.0	6.0	7.25	18.54	47.0	19.46	6.140000000000001	9.25	18.75	0.0	22.75	28.5	19.25	22.25	12.5	10.0	26.25	11.5	13.0	24.75	6.25	28.5	15.75	12.25	0.0	2.5	6.5	8.5	68.25	62.18	79.18	351.54	32.32	6778.93	9674.0	8067.25	8023.46	7547.25	7648.63	7348.75	6767.5	3476.5	8503.17	4180.21	6331.5	9022.42	7588.29	8567.11	1581.57	3562.93
EC:1.1.1.219	0.0	0.0	0.0	0.0	0.0	0.0	31.0	26.0	22.0	31.0	12.0	29.0	22.0	9.0	7.0	20.0	0.0	18.0	35.0	0.0	46.0	40.0	2.0	29.0	9.67	31.0	74.0	891.0	18.0	37.0	17.0	16.0	98.0	271.5	13.0	0.0	0.0	9.0	3.0	21.5	0.0	0.0	41.0	0.0	0.0	3.0	0.0	47.0	0.0	37.0	3.0	17.0	103.0	42.0	0.0	7.0	9.0	0.0	14.0	12.0	10.0	0.0	16.0	30.0	6.0	6.0	8.0	19.0	3.0	0.0	10.0	0.0	0.0	0.0	12.0	142.0	355.0	20.0	20.0	43.0	62.0	40.0	117.0	0.0	140.0	37.0	0.0	0.0	27.0	2.0	81.0	7.0	0.0	0.0	0.0	205.0	176.0	106.0	92.0	69.0	35.0	107.0	6.0	256.0	177.0	24.0	17.0	19.0	25.0	30.0	17.0	66.0	7.0	16.0	187.0	145.0	142.0	95.0	120.0	188.0	389.0	198.0	150.0	62.0	122.0	307.0	46.5	65.7	45.33	42.67	27.5	33.17	28.0	28.0	17.0	25.0	26.5	38.0	32.83	0.0	23.5	155.0	38.0	18.5	41.0	23.5	34.5	49.33
EC:1.1.1.22	20059.0	41243.75	45827.83	41672.08	44591.42	32981.67	53077.43	55327.6	44875.54	53575.71	56840.25	53506.27	58628.25	40112.25	47130.25	50280.32	42895.5	36460.28	37665.99	29824.33	50275.5	45691.5	43057.87	41860.6	45523.2	54415.5	53068.0	12312.75	50953.92	48689.45	57291.0	36253.25	22605.25	10754.28	32135.480000000003	22932.58	25994.67	21015.25	30076.05	26243.6	26490.77	24035.58	23549.08	33254.75	67658.0	21560.53	36398.17	34741.16	51469.5	40419.86	40578.99	39328.08	42872.67	32319.19	29731.85	38550.32	31974.97	45638.75	50007.75	51259.83	43904.58	39601.47	37948.33	45539.85	26617.52	35044.99	36834.25	32256.26	29695.950000000004	34426.05	34937.3	43971.11	37635.08	37357.530000000006	41585.78	36963.09	43349.83	46352.5	43235.9	47746.16	43473.73	29078.25	31647.78	43214.27	28657.46	29242.68	28661.04	15188.0	37301.490000000005	72467.3	43327.91	43588.03	34857.49	44720.65	43755.76	33133.98	33352.57	25126.71	40151.73	29496.17	46052.65	38772.21	48350.36	32616.87	40378.89	35944.18	39621.47	27436.22	44149.08	42090.98	34836.369999999995	38348.44	32235.81	40252.06	36407.6	31828.03	33205.94	32135.92	33402.21	36830.65	34607.82	38969.42	29189.01	18696.34	40341.92	32420.1	125742.42	108175.21	120484.69	121132.63	107671.24	86932.1	86237.43	75080.0	83377.87999999999	73945.17	115359.89	115819.51	109461.33	56774.5	78117.47	104408.71	99895.24	81497.67	72165.7	77144.44	106205.15	100014.52
EC:1.1.1.220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.23	2041.43	3860.55	2615.0	4739.81	4680.25	4998.47	1798.2600000000002	2408.93	881.8700000000001	1158.74	8341.59	2814.5	3284.55	2586.79	1472.88	1998.69	2131.5	1476.4500000000005	2344.02	3757.43	2003.84	4171.64	6345.77	4193.53	3915.9	1194.9300000000003	596.23	2212.75	1703.65	1681.9899999999998	513.86	15510.08	15674.85	10219.91	4496.29	4236.280000000001	3603.5	3393.75	3098.48	2687.1900000000005	5069.5	7623.34	8173.24	2494.42	12749.32	14821.95	9993.1	4975.62	9588.39	17627.28	15785.1	12215.23	7362.51	15096.63	10653.3	9512.37	12212.54	12612.98	3943.19	10161.21	1622.64	8105.17	9908.26	8206.19	14308.59	9977.76	11094.05	12518.09	11369.2	12192.38	10583.08	16177.429999999998	11646.02	12237.43	12681.47	17139.22	14522.33	13894.56	9654.14	13172.53	13576.74	10111.08	11828.56	11382.59	10913.02	9585.18	12303.35	6200.99	19692.0	15907.9	15912.04	15038.84	14698.16	13114.62	16471.09	13209.079999999998	16010.669999999998	9692.56	11727.6	12611.55	12734.1	13443.079999999998	10505.52	34735.92	25411.92	15869.88	12872.47	10543.12	13276.99	11626.4	12357.93	11195.34	11864.52	11259.42	33810.06	33672.869999999995	24761.11	23256.57	10813.35	11867.2	21940.83	14481.76	11948.74	6920.6	23703.45	15872.33	2977.35	4938.049999999999	4637.66	1615.29	1333.5700000000002	7855.6	10942.09	9062.83	8626.72	8375.34	8337.22	8230.33	7279.0	3631.83	9263.8	7392.379999999999	6988.110000000001	9707.14	8310.04	9141.77	2881.97	4584.43
EC:1.1.1.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
