function	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
EC:3.2.1.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
EC:3.2.1.135	0.0	0.0	283.0	0.0	202.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	715.0	23.33	1311.67	0.0	33.0	32.0	28.0	27.0	73.0	42.0	9.0	13.0	42.0
EC:3.2.1.136	0.0	0.0	0.0	0.0	0.0	0.0	241.5	0.0	0.0	0.0	182.5	0.0	0.0	0.0	15.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.5	12.0	0.0	19.75
EC:3.2.1.139	0.0	0.0	0.0	0.0	0.0	0.0	244.5	0.0	3.0	2.0	295.5	120.0	73.0	12.0	45.0	67.0	55.0	142.0	64.0	18.0	205.0	22.0	34.0	41.0	37.8	677.3	824.4000000000001	360.7	363.3	722.13
EC:3.2.1.14	898.0	130.66	442.0	795.0	630.33	84.0	1082.2	167.68	194.0	465.34	89.68	488.5	457.66	275.34	103.0	42.67	16.0	61.6	194.12	11.01	132.2	2514.15	15.4	17.0	17.0	585.03	757.44	280.74	211.66	621.53
EC:3.2.1.141	12.0	22.0	7.0	0.0	35.0	40.0	9.67	18.0	37.0	17.75	0.0	21.0	8.0	0.0	0.0	1677.0	762.5	506.67	1124.41	427.42	495.08	217.58	405.0	315.75	342.0	539.14	877.0	308.0	453.0	878.67
EC:3.2.1.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
EC:3.2.1.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	85.0	53.0	6.0	33.0
EC:3.2.1.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.75	22.0	8.12	0.62	15.0
EC:3.2.1.17	32476.34	35277.0	29322.83	27147.5	24472.81	34661.09	28233.72	34135.02	29923.34	35823.16	5454.5	36879.41	32044.31	32017.520000000004	29790.17	17733.67	43899.97	27397.43	27818.960000000003	32398.840000000004	28918.53	51739.18	29722.560000000005	3521.16	24520.63	2881.95	10749.09	4680.19	9475.3	5208.1
EC:3.2.1.170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	11.0	0.0	0.0	0.0	12.0	0.0	4.0	9.0	32.0	103.0
EC:3.2.1.172	3358.0	589.3299999999999	452.0	737.0	662.66	816.5	1612.03	39.67	105.6	233.67	1339.34	223.45	97.0	153.0	66.0	57.0	39.0	113.0	253.72	10.0	175.0	2525.15	43.4	86.0	22.0	1183.0	1884.16	724.0	635.8	1420.7
EC:3.2.1.177	3161.75	588.75	448.25	688.0	658.74	2250.5	1907.86	655.67	88.25	51.75	1489.25	3444.75	3522.08	3446.67	1701.75	117.08	72.75	169.5	248.87	26.81	296.5	2541.15	61.0	68.75	16.85	1802.27	3463.87	1301.4	1150.85	2191.41
EC:3.2.1.18	2418.0	147.0	32.0	280.0	12.5	1179.0	1821.0	499.5	219.6	37.0	10988.5	217.86	63.0	6.0	60.0	642.0	177.75	338.0	242.66	243.33	305.0	208.83	474.0	465.0	268.0	1038.58	1842.89	664.62	667.9200000000001	1582.2900000000002
EC:3.2.1.180	7109.0	3404.5	1871.0	1929.0	1176.99	3954.5	2423.53	2030.5	2259.6	2915.0	853.5	80.2	51.0	6.0	30.0	3856.0	937.75	291.0	558.05	131.67	2196.0	2932.65	730.0	376.0	393.0	546.0	771.56	304.75	261.5	591.2
EC:3.2.1.183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	20.0	0.0	31.0
EC:3.2.1.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	8.0	5.0	0.0	0.0	9.0	31.0	0.0	0.0	0.0	10.0	0.0	0.0	172.0	295.0	91.0	48.0	165.0
EC:3.2.1.20	39832.5	38563.93	31173.85	29229.0	25342.04	32287.1	34110.49	33100.14	30902.65	36002.57	26857.54	24567.460000000003	19282.230000000003	18345.67	22767.5	17446.5	42947.5	27844.6	25269.39	32491.73	29659.57	53836.45	28972.6	3064.07	24423.5	7988.3	15150.34	6380.639999999999	10433.86	11537.97
EC:3.2.1.21	27345.75	10353.68	3114.1	4752.0	2882.03	12127.85	14766.53	5050.39	3565.5	731.3199999999999	67912.29	8412.58	8192.68	4391.67	5722.75	3318.73	1809.25	2797.44	2855.53	1387.2099999999998	2395.71	10582.64	931.8	1419.5	1018.95	11700.589999999998	19176.89	8302.369999999999	7177.45	13606.66
EC:3.2.1.22	52294.75	42756.38	31988.55	29719.0	24648.6	36998.3	34786.93	34926.24	33342.350000000006	38860.62	32846.19	24414.86	18669.88	15549.67	24769.75	20560.75	43237.75	26788.5	24428.92	31676.92	31108.5	51424.8	29611.9	3211.07	24573.05	7202.13	13622.38	7109.48	10848.9	10293.160000000002
EC:3.2.1.23	92414.34	81845.59	62085.43	57257.07	49621.96	67261.69	65851.48	68056.23	64674.14	75170.07	71673.22	45083.56999999999	33634.86	30460.17	44782.17	38585.0	87207.92	55702.43	52629.18	65761.63	60610.2	100687.47	59468.96000000001	6943.48	49230.53	16822.42	30351.51	14227.2	21710.96	23758.13
EC:3.2.1.24	689.5	188.83	82.0	98.0	21.67	377.0	575.01	522.1700000000001	497.0	248.67	645.84	1564.0	1453.0	414.0	1866.0	315.33	80.75	110.0	104.66	123.0	103.0	114.83	218.5	212.0	138.0	653.5	1321.98	1116.0	830.75	504.46
EC:3.2.1.25	899.5	149.5	85.25	68.0	13.0	625.25	1624.17	407.5	435.25	56.0	6174.5	183.0	198.0	6.0	60.0	113.67	32.0	105.0	55.0	29.67	102.0	21.75	66.0	78.0	51.0	1222.5	1870.6	719.33	694.5	1417.67
EC:3.2.1.26	84809.59	82785.88	63261.880000000005	57721.0	49770.42999999999	66370.39	59856.92999999999	68857.90000000001	67929.79000000001	80408.03	23986.19	42654.06	30934.050000000003	26901.83	46462.42	46892.32	89406.79	54669.53	53744.84	64630.82	64485.24	99163.88	60530.46000000001	7179.79	49816.58	7081.99	15607.04	9825.55	18093.28	12184.88
EC:3.2.1.28	51.5	60.5	843.0	1338.0	1218.48	2817.5	2160.7200000000003	1104.34	78.0	42.5	5.5	6449.5	6746.16	6869.34	3249.5	1661.5	763.5	581.0	1458.7399999999998	453.5	505.0	5233.379999999999	431.0	336.0	360.5	515.31	2338.34	742.5	1054.5	950.34
EC:3.2.1.3	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0
EC:3.2.1.31	5319.75	2988.75	1450.0	1369.5	543.0	4967.5	1550.5	2724.75	2317.6	2927.25	2908.25	4559.95	4488.75	3587.0	3446.75	3575.75	866.75	190.5	306.15	23.25	2078.5	325.0	525.0	207.5	311.75	263.42	1434.0600000000002	1054.5	995.0	155.62
EC:3.2.1.35	1978.0	147.0	0.0	277.0	4.5	937.0	525.0	496.5	184.0	3.0	4867.0	53.33	23.0	0.0	0.0	0.0	14.0	20.0	3.0	0.0	8.0	10.0	0.0	9.0	28.0	576.91	1001.99	426.62	388.12	958.0
EC:3.2.1.37	247.5	52.0	837.25	1338.0	1183.98	105.75	2224.7200000000003	0.0	33.25	37.0	0.0	0.0	0.0	0.0	0.0	53.0	48.0	66.0	335.44	0.56	138.67000000000002	5020.049999999999	20.0	20.0	0.0	268.34000000000003	517.4200000000001	108.0	110.0	227.84
EC:3.2.1.4	7122.25	2849.25	1316.0	1849.0	1306.73	3145.75	4892.219999999999	549.84	478.6	14.75	1953.75	4215.94	3968.41	3659.34	1762.75	285.08	247.75	313.77	473.82	158.75	248.19	5027.169999999999	171.4	201.5	234.05	2794.51	6062.730000000001	1751.96	1356.7099999999998	3510.96
EC:3.2.1.40	962.0	102.0	0.0	0.0	10.0	39.0	996.0	375.0	57.8	41.0	973.0	230.6	95.0	12.0	90.0	90.33	28.0	99.0	83.0	11.0	209.0	32.0	40.0	34.0	20.0	1368.59	2123.02	886.36	684.86	1669.42
EC:3.2.1.41	5778.0	3039.5	1766.5	1626.0	953.75	3702.5	1557.0	2350.25	2849.5	3063.5	9411.5	1584.5	1349.0	287.0	1866.0	3897.4	946.2	982.0	381.0	1438.0	2386.5	526.3299999999999	811.5	462.37	523.3	1430.38	2607.48	1439.88	1349.12	1856.65
EC:3.2.1.45	927.0	74.5	1.25	123.5	2.25	470.75	507.0	345.25	72.25	5.5	2608.5	201.0	64.0	26.0	53.0	106.0	57.0	201.0	103.0	24.0	195.0	22.75	48.0	95.0	55.5	1004.25	1489.58	573.0	541.25	1179.5
EC:3.2.1.50	892.0	72.5	0.0	123.5	2.25	468.5	990.0	195.25	68.0	1.5	2961.5	105.66	54.0	6.0	60.0	24.0	42.0	84.0	30.0	0.0	96.0	21.0	14.0	17.0	2.5	583.0699999999999	985.16	442.49	432.49	1031.0
EC:3.2.1.51	8608.5	910.0	50.0	585.0	73.0	3261.0	4521.67	962.0	388.8	55.0	33292.5	1341.25	609.0	60.0	297.0	1034.33	422.0	1194.0	652.66	311.0	1163.0	380.33	714.0	737.0	456.4	8337.3	12706.04	4991.7	4801.099999999999	10665.84
EC:3.2.1.52	22596.59	13136.38	8303.880000000001	8411.5	6590.94	14159.64	14272.4	10446.07	9770.39	10535.03	40089.69	12365.98	10398.88	4583.5	11681.42	10637.83	12231.97	9662.24	10264.77	9987.52	9520.98	12489.32	7703.46	2395.23	6037.38	9941.95	17749.989999999998	8623.4	7375.72	13010.64
EC:3.2.1.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.55	3911.0	670.5	23.25	128.5	86.25	1344.25	1067.5	270.25	161.25	114.5	4005.5	188.0	100.0	12.0	77.0	149.32999999999998	64.0	212.0	89.0	6.0	350.0	32.75	60.0	66.0	28.1	1722.11	3019.71	1158.77	1095.47	2137.5
EC:3.2.1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	15.0	44.0	8.0	13.0	7.0
EC:3.2.1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	11.2	0.0	0.0	0.0	0.0	0.0	0.0	5.8	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	14.0	20.0	0.0	3.0	0.0	0.0	0.0	0.0	1.8	45.6	210.9	33.2	28.8	122.63
EC:3.2.1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.70	5068.0	3030.13	1748.8	1334.0	790.87	3220.8	1060.87	2051.07	2424.0	3295.87	413.94000000000005	1584.0	1347.8	443.0	1851.0	3895.4	943.2	952.0	392.33	1430.0	2370.0	533.8299999999999	805.5	392.8	422.0	533.66	1035.1	986.0	788.42	486.44
EC:3.2.1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	19.0	0.0	25.0	33.0
EC:3.2.1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.78	917.0	96.5	0.0	123.5	12.25	493.5	513.0	270.25	98.0	40.5	2815.5	148.5	62.0	6.0	30.0	57.33	60.0	115.0	34.0	0.0	79.0	31.0	54.0	17.0	14.3	1011.89	1898.39	622.2	648.7099999999999	1458.36
EC:3.2.1.8	0.0	0.0	4.0	0.0	0.0	8.0	261.5	0.0	8.0	2.0	221.5	70.0	42.0	6.0	30.0	58.0	35.0	100.0	34.0	18.0	132.0	11.0	37.0	24.0	37.8	479.97	770.4	258.7	236.3	458.05
EC:3.2.1.80	35.0	2.0	0.0	0.0	0.0	0.0	483.67	75.0	3.0	2.0	5174.0	194.0	71.0	6.0	45.0	53.4	50.2	127.0	48.66	32.0	102.0	23.33	20.0	45.3	61.8	1009.22	1649.16	659.8199999999999	570.8199999999999	1440.63
EC:3.2.1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.82	0.0	0.0	418.0	669.0	586.99	0.0	1068.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.72	0.0	0.0	2503.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.2.1.85	30727.0	31356.13	24385.8	22035.5	18957.37	24236.3	21962.87	26658.07	26094.800000000003	31764.87	4866.9400000000005	15549.6	10767.8	11538.0	17585.0	17543.0	35037.0	20957.0	20047.0	25078.0	25320.0	37961.83	24091.5	2740.0	20026.0	1786.66	4440.67	3068.0	7550.67	3494.16
EC:3.2.1.86	220764.0	220770.3	176195.0	164411.0	141388.6	176238.25	165466.97	189283.05	188258.8	222960.7	57940.9	116309.85	84204.65	83727.35	122516.0	119020.47	243207.9	146994.0	138606.78999999998	175411.93	174684.69	286946.32	165506.6	16899.17	137425.0	15798.58	38034.14	21177.81	47023.32	28889.81
EC:3.2.1.89	32350.0	36136.5	28815.0	26342.0	23075.99	26536.5	27507.53	30916.5	29979.0	35472.0	9605.0	17331.25	11665.0	11228.0	19283.0	16489.0	42221.0	25651.0	23741.72	30126.0	28400.0	48304.15	28662.0	2667.0	23941.8	2765.06	5700.65	3190.2	7265.36	4894.53
EC:3.2.1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6	0.0	0.0	9.2	0.0	0.0	0.0	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.4	0.0	10.5	3.2
EC:3.2.1.93	5450.59	3516.88	2847.63	2970.5	2696.94	5190.39	2626.23	3079.57	2879.14	3749.28	661.69	5171.26	5207.38	3983.5	4285.42	6660.99	3487.62	2615.6000000000004	5921.77	3045.6800000000003	3436.95	4527.07	2159.06	1363.21	1356.58	1490.95	3459.9700000000003	2250.4	2231.68	2065.1600000000003
EC:3.2.1.96	553.0	123.33	923.0	859.0	1282.67	492.0	106.67	39.67	123.0	231.67	175.34	33.0	0.0	127.0	46.0	380.0	113.67	898.3299999999999	858.0	1833.0	206.67	673.33	285.0	253.33	178.0	277.33	608.6700000000001	134.0	93.0	410.33
EC:3.2.1.97	106.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	32.0	0.0	18.0	0.0	0.0	0.0	0.0	270.0	67.0	106.0	78.0	112.0	103.0	92.0	208.0	221.0	102.0	216.0	305.75	126.0	83.0	225.0
EC:3.2.1.99	25.0	24.0	2.5	0.0	10.0	29.5	247.5	0.0	32.5	39.0	295.5	151.0	69.0	12.0	47.0	89.0	60.0	156.0	65.0	0.0	237.0	23.5	48.0	52.0	15.4	861.4	1183.5300000000002	566.6	508.4	1089.89
EC:3.2.2.1	67662.0	70943.13	57759.3	52387.0	46211.87	53712.3	52905.87	61223.07	59856.9	71249.37	11756.94	34543.3	23274.4	22713.0	38589.0	35173.66	85809.5	53251.07	49122.08	62863.87	57777.46	92245.82	57791.0	5812.5	48401.0	5224.56	11835.589999999998	5775.3	14609.56	10249.42
EC:3.2.2.20	39052.59	40212.880000000005	31013.63	28454.5	25499.94	31209.89	28436.23	33643.57	32927.14	39039.03	12172.19	22639.590000000004	16456.68	15174.5	23552.42	23794.24	46169.34	29849.370000000003	30087.62	35054.990000000005	32519.870000000003	50278.73	30850.36	4422.79	25507.18	6044.77	12259.52	6297.199999999999	10416.57	9461.72
EC:3.2.2.21	2268.75	430.51	1405.6	1688.0	2106.48	2207.35	1598.44	737.31	485.6	754.24	575.13	3598.7	3452.58	3596.67	1677.75	4936.75	2803.05	3851.11	4437.610000000001	3922.85	2454.62	3729.27	1012.9	1180.0700000000002	1082.05	3454.77	6255.83	2157.1800000000003	2050.08	4786.1
EC:3.2.2.23	37862.59	38215.880000000005	31007.63	28470.0	25517.44	31180.89	28243.4	33643.57	32694.14	39039.78	7597.69	22390.76	16435.58	15158.5	23546.42	23908.57	46221.84	29850.370000000003	30137.43	35079.24	32541.620000000003	50275.02	30824.86	4458.04	25513.38	5801.55	11753.21	6142.549999999999	10054.25	9007.26
EC:3.2.2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	8.0	11.34	3.0	14.34	6.34	0.0	18.0	0.0	0.0	244.0	212.5	78.0	86.0	225.0
EC:3.2.2.26	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	13.0	0.0	0.0	11.0	8.0	2.0	0.0	0.0	0.0	21.0	15.0	0.0	0.0	4.0	0.0	0.0	0.0	163.0	254.5	46.0	73.0	201.5
EC:3.2.2.27	44113.09	40112.380000000005	31548.88	29173.0	25622.94	33756.14	30834.57	34550.57	33393.99	39128.03	23454.19	22977.96	17016.68	15264.5	23609.42	23288.57	45679.34	29006.370000000003	29660.03	34569.74	32057.120000000003	50202.52	30889.36	4249.61	25480.18	7909.150000000001	15339.340000000002	7356.67	11206.84	11714.77
EC:3.2.2.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	3.0	8.0	5.0	0.0	0.0	9.0	31.0	0.0	0.0	0.0	10.0	0.0	0.0	112.0	223.5	83.75	33.5	142.25
EC:3.2.2.4	1557.75	115.75	441.0	825.5	628.99	2112.25	2155.36	824.75	131.0	34.0	8219.25	3289.75	3254.25	3306.0	1615.75	2418.75	1419.25	1617.77	1909.62	1040.17	1238.12	2820.94	510.9	552.25	529.75	1899.26	3654.17	1348.37	1478.02	2655.87
EC:3.2.2.8	19.75	19.25	0.0	0.0	4.75	1379.0	5.5	543.17	19.0	12.75	2.75	3215.75	3369.08	3434.67	1624.75	11.08	12.75	12.5	12.15	10.25	33.5	0.0	13.0	3.5	3.25	25.5	810.0	211.75	315.25	32.5
EC:3.2.2.9	44405.09	41237.880000000005	31552.88	29060.5	25594.69	33255.14	30601.57	34194.32	33564.59	39109.53	21376.69	23036.66	17003.68	15272.5	23606.42	22235.99	45472.14	29388.95	29040.95	34641.66	32058.37	50058.19	30478.36	4082.61	25191.480000000003	7467.56	14876.18	7083.6	10598.1	10551.06
EC:3.3.1.1	692.5	1073.0	435.0	687.0	621.99	312.5	1851.2	93.0	60.0	19.75	4507.0	428.16	119.4	22.0	73.0	2483.58	1398.3	1698.71	2028.46	1121.59	1262.75	2812.73	578.5	711.0	540.8	2994.35	4559.34	1640.7	1444.62	4164.09
EC:3.3.2.1	19.75	19.25	836.0	1338.0	1178.73	1388.75	2143.2200000000003	543.17	19.0	12.75	2.75	3259.0	3369.08	3434.67	1624.75	28.75	38.55	15.1	339.59	30.25	60.7	5029.549999999999	14.4	55.5	10.05	356.04	1520.84	434.25	426.08	308.62
EC:3.3.2.12	19.75	19.25	418.0	669.0	591.74	1379.0	1074.36	543.17	19.0	12.75	2.75	3242.75	3374.08	3448.67	1630.75	29.75	31.55	50.1	179.87	13.25	33.03	2503.15	14.4	25.75	11.05	210.87	1193.09	288.5	383.25	299.87
EC:3.3.2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.3.2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.3.2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	39.0	54.0	34.0	92.0
EC:3.3.2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.4.11.1	807.5899999999999	246.75	1313.83	1919.5	2611.06	1819.59	2246.8900000000003	913.5	356.94	378.16	139.25	3758.86	3604.08	3497.5	2421.42	4136.17	3565.3900000000003	4305.97	6879.42	4081.18	2304.45	6466.589999999999	1408.06	1469.99	1217.38	3001.3900000000003	5602.18	2339.15	2312.9300000000003	4279.74
EC:3.4.11.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	14.0	6.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	20.0	7.0	105.0	229.0	61.0	67.0	132.5
EC:3.4.11.14	0.0	0.0	283.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	3.0	3.8	699.0	0.0	1305.0	0.0	33.0	32.0	28.0	27.8	73.0	40.0	9.0	13.0	40.0
EC:3.4.11.18	48549.59	43101.380000000005	32541.88	30417.5	26535.68	35004.14	33557.1	34928.82	34714.99	39251.28	33292.19	23786.04	17644.38	15368.5	23698.42	24126.9	46375.39	30070.660000000003	30474.0	35190.05	32782.369999999995	52815.420000000006	30984.86	4620.18	25668.28	11597.21	20820.51	9191.03	12633.79	15938.99
EC:3.4.11.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	35.0	20.0	2.0	0.0	72.33	69.0	27.67	41.75	38.42	40.92	0.0	20.0	52.0	32.0	323.0	769.5899999999999	237.67	121.0	425.33
EC:3.4.11.2	36832.59	38099.75	30648.08	27726.5	24635.07	30908.84	28182.03	33498.5	32093.59	38690.16	5522.25	20837.66	15081.58	14750.5	21661.42	23726.57	46101.92	29774.64	29616.1	34718.41	32355.45	49968.53	30730.560000000005	4306.46	25349.38	4633.870000000001	9505.06	4694.5	9157.75	7808.02
EC:3.4.11.21	4247.5	1775.5	568.0	682.5	410.5	1455.5	1273.67	546.5	1049.6	141.75	6854.5	419.7	523.5	86.0	37.0	1697.0	772.5	540.67	1142.35	529.92	533.25	233.25	458.5	428.82	460.8	1778.47	2972.3	1082.13	1083.38	2562.6
EC:3.4.11.23	46.59	171.75	572.8299999999999	809.5	1374.07	1511.59	1106.36	895.5	267.34000000000003	323.41	67.75	3539.66	3551.58	3485.5	2356.42	1010.59	1580.42	1697.9299999999998	3961.690000000001	2110.26	455.03	3299.53	793.5600000000001	641.66	465.58	744.04	2052.52	1113.9	1083.26	1044.45
EC:3.4.11.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	81.0	8.0	31.0	78.0
EC:3.4.11.4	43257.25	40086.38	32446.8	29967.0	26183.35	33517.55	31750.76	33991.99	33374.4	38862.12	20974.19	22740.55	16836.08	15365.67	22863.75	20594.820000000003	43347.37	27524.43	25270.85	33518.48	31071.74	52011.83	29685.1	3362.45	24787.55	7486.33	14588.41	6553.9	10151.22	10881.270000000002
EC:3.4.11.5	967.5	310.0	838.0	197.0	625.0	360.0	322.0	323.0	531.0	376.0	98.0	219.0	48.0	29.0	44.0	4063.0	2450.09	3666.0	3014.1	4185.4	1922.18	1134.16	1316.0	1024.41	1053.8	1865.27	3142.32	1198.62	1323.8	2888.46
EC:3.4.11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	41.0	8.0	24.0	7.0
EC:3.4.11.7	5473.0	3011.13	1801.8	1976.0	1361.87	3407.8	1099.37	2138.07	2828.8	3259.87	2154.94	1536.6	1339.6	414.0	1874.0	3932.4	981.62	317.33	808.3299999999999	382.56	2421.34	770.8299999999999	818.5	419.13	444.0	779.73	1506.85	1060.65	878.1500000000001	706.31
EC:3.4.11.9	45543.09	41311.880000000005	31642.88	29131.5	25728.69	33929.64	31893.07	34482.32	33914.99	39275.78	27486.19	23558.79	17073.58	15286.5	23634.42	25575.9	46946.64	30551.04	31376.38	35648.33	33116.369999999995	50506.27	31330.86	4926.93	26049.28	10908.56	20478.42	9045.3	12874.72	16093.07
EC:3.4.13.19	5500.5	2954.5	579.0	719.5	419.5	1632.5	1679.1799999999998	621.5	1260.6	141.0	7348.0	622.7	526.4	90.0	40.0	2321.33	1357.55	1571.67	1677.4	1123.09	1153.0800000000002	294.45000000000005	479.0	681.5699999999999	664.8	2436.46	4249.040000000001	1384.1	1279.5	3218.76
EC:3.4.13.21	19.75	19.25	419.25	671.0	591.74	1391.0	1327.86	543.17	39.85	15.5	244.42	3633.11	3572.25	3505.5	2316.42	81.42	42.75	110.1	220.47	33.25	114.7	2545.4	48.4	90.5	45.25	1190.7	2404.57	785.4200000000001	820.4200000000001	1388.5700000000002
EC:3.4.13.22	32520.75	35098.25	28345.0	25671.0	22483.75	27844.25	26858.5	31052.17	29584.0	35430.75	11230.75	20575.08	14910.88	14662.67	20925.75	16510.75	42235.75	25709.9	23669.15	30164.81	28449.17	45831.54	28731.8	2706.5	24063.05	3359.66	7693.19	3621.6	8076.949999999999	6148.48
